Sequela Name,Health State Name,Health State Lay Description,Mean,Lower,Upper
Severe heart failure due to other hemoglobinopathies and hemolytic anemias,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.179066696,0.1215548,0.250729157
Mild anemia due to other hemoglobinopathies and hemolytic anemias,"Anemia, mild","feels slightly tired and weak at times, but this does not interfere with normal daily activities.",0.003696398,0.001312473,0.008138783
Moderate anemia due to other hemoglobinopathies and hemolytic anemias,"Anemia, moderate","feels moderate fatigue, weakness, and shortness of breath after exercise, making daily activities more difficult.",0.051541962,0.033847375,0.075721813
Severe anemia due to other hemoglobinopathies and hemolytic anemias,"Anemia, severe","feels very weak, tired and short of breath, and has problems with activities that require physical effort or deep concentration.",0.148766153,0.10073294,0.209115202
"Controlled, medically managed heart failure due to other hemoglobinopathies and hemolytic anemias",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342,0.072092547
Other hemoglobinopathies and hemolytic anemias residual,"Post-COMO calculation for residuals (YLL/YLD ratio, other methods)",,,,
Asymptomatic hyperthyroidism ,Asymptomatic,,0,0,0
Mild anemia due to hyperthyroidism,"Anemia, mild","feels slightly tired and weak at times, but this does not interfere with normal daily activities.",0.003696398,0.001312473,0.008138783
Moderate anemia due to hyperthyroidism,"Anemia, moderate","feels moderate fatigue, weakness, and shortness of breath after exercise, making daily activities more difficult.",0.051541962,0.033847375,0.075721813
Severe anemia due to hyperthyroidism,"Anemia, severe","feels very weak, tired and short of breath, and has problems with activities that require physical effort or deep concentration.",0.148766153,0.10073294,0.209115202
Asymptomatic hypothyroidism,Asymptomatic,,0,0,0
Mild anemia due to hypothyroidism,"Anemia, mild","feels slightly tired and weak at times, but this does not interfere with normal daily activities.",0.003696398,0.001312473,0.008138783
Moderate anemia due to hypothyroidism,"Anemia, moderate","feels moderate fatigue, weakness, and shortness of breath after exercise, making daily activities more difficult.",0.051541962,0.033847375,0.075721813
Severe anemia due to hypothyroidism,"Anemia, severe","feels very weak, tired and short of breath, and has problems with activities that require physical effort or deep concentration.",0.148766153,0.10073294,0.209115202
Mild heart failure due to hyperthyroidism,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894,0.026103223,0.062339545
Moderate heart failure due to hyperthyroidism,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
Severe heart failure due to hyperthyroidism,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.179066696,0.1215548,0.250729157
"Controlled, medically managed heart failure due to hyperthyroidism",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342,0.072092547
Mild heart failure due to hypothyroidism,"Heart failure, mild","is short of breath and easily tires with moderate physical activity, such as walking uphill or more than a quarter-mile on level ground. The person feels comfortable at rest or during activities requiring less effort.",0.041451894,0.026103223,0.062339545
Moderate heart failure due to hypothyroidism,"Heart failure, moderate","is short of breath and easily tires with minimal physical activity, such as walking only a short distance. The person feels comfortable at rest but avoids moderate activity.",0.071653433,0.046600778,0.10308943
Severe heart failure due to hypothyroidism,"Heart failure, severe","is short of breath and feels tired when at rest. The person avoids any physical activity, for fear of worsening the breathing problems. ",0.179066696,0.1215548,0.250729157
"Controlled, medically managed heart failure due to hypothyroidism",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342,0.072092547
"Asymptomatic other endocrine, metabolic, blood, immune disorders",Asymptomatic,,0,0,0
"Mild anemia due to other endocrine, metabolic, blood, immune disorders","Anemia, mild","feels slightly tired and weak at times, but this does not interfere with normal daily activities.",0.003696398,0.001312473,0.008138783
"Moderate anemia due to other endocrine, metabolic, blood, immune disorders","Anemia, moderate","feels moderate fatigue, weakness, and shortness of breath after exercise, making daily activities more difficult.",0.051541962,0.033847375,0.075721813
"Severe anemia due to other endocrine, metabolic, blood, immune disorders","Anemia, severe","feels very weak, tired and short of breath, and has problems with activities that require physical effort or deep concentration.",0.148766153,0.10073294,0.209115202
Pain due to caries of deciduous teeth,"Dental caries, symptomatic","has a toothache, which causes some difficulty in eating. ",0.010159755,0.004617705,0.019387962
Asymptomatic caries of deciduous teeth,Asymptomatic,,0,0,0
Pain due to caries of permanent teeth,"Dental caries, symptomatic","has a toothache, which causes some difficulty in eating. ",0.010159755,0.004617705,0.019387962
Asymptomatic caries of permanent teeth,Asymptomatic,,0,0,0
Chronic periodontal diseases,Periodontitis,"has minor bleeding of the gums from time to time, with mild discomfort.",0.006796317,0.002705663,0.014042045
Difficulty eating due to edentulism and severe tooth loss,Severe tooth loss,"has lost more than 20 teeth including front and back, and has great difficulty in eating meat, fruits, and vegetables.",0.067445715,0.0447574,0.095107045
Asymptomatic edentulism and severe tooth loss,Asymptomatic,,0,0,0
Mild other oral disorders,"Infectious disease, acute episode, mild","has a low fever and mild discomfort , but no difficulty with daily activities.",0.005786497,0.00229985,0.012109072
Severe other oral disorders,"Infectious disease, acute episode, moderate ","has a fever and aches, and feels weak, which causes some difficulty with daily activities. ",0.050594946,0.032378223,0.07405045
Symptomatic hypothyroidism without anemia or heart failure,Hypothyroidism,has low energy and feels cold.,0.018608607,0.009738572,0.031825087
Mild symptomatic hyperthyroidism without anemia or heart failure,Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342,0.072092547
Moderate/severe symptomatic hyperthyroidism without anemia or heart failure,Hyperthyroidism,"feels nervous, has palpitations, sweats a lot and has difficulty sleeping.",0.145016385,0.096211445,0.20248987
"Moderate symptomatic other endocrine, metabolic, blood, immune disorders without anemia or heart failure",Generic uncomplicated disease: worry and daily medication,has a chronic disease that requires medication every day and causes some worry but minimal interference with daily activities.,0.049011415,0.031121342,0.072092547
"Severe symptomatic other endocrine, metabolic, blood, immune disorders without anemia or heart failure",Thrombocytopenic purpura,easily bruises and sometimes bleeds from the gums and nose; feels weak and has some difficulty with daily activities.,0.158513537,0.105771707,0.226278485
"Late symptomatic congenital syphilis, interstitial keratitis","Distance vision, mild impairment","has some difficulty with distance vision, for example reading signs, but no other problems with eyesight.",0.003037067,0.001011988,0.006956145
"Chronic ischemic stroke severity level 2, with asymptomatic heart failure","Stroke, long-term consequences, moderate and Generic uncomplicated disease: worry and daily medication",(combined DW),0.115506997,0.076176284,0.163822522
